Telugu_Word,Telugu_Index,Tamil_Word,Tamil_Index
జీవితాన్ని,631.0,வேடிக்கை,631
మార్చగలదు,632.0,நிச்சயமாகச்,632
గత,633.0,வாங்க,633
జీవితకాలంలో,634.0,தொடங்குவதற்கு,634
వస్తాయి”,635.0,பரிசுக்கு,635
మనస్సులలో,636.0,எதையாவது,636
చదువుకోవచ్చు,637.0,முக்கியம்,637
బాస్కెట్,638.0,வாய்ப்பு,638
వివరాలకు,639.0,எழுதப்பட்ட,639
జరిగి,640.0,முன்பிடித்த,640
ఆశ్చర్యపోవచ్చు,641.0,நியூலேஷ்,641
తెలుసుకోవడానికి,642.0,உதவியாக,642
చెయ్యాలనుకుంటే,643.0,நம்புகிறோம்,643
అతనికి,644.0,ஆயிற்று,644
ఎవరూ,645.0,பயனர்பெயர்,645
మోసం,646.0,💡,646
లెట్,647.0,பகடை,647
కుటుంబానికి,648.0,மடம்,648
ఒకే,649.0,கொள்க,649
చనిపోయే,650.0,அனுபவிக்கிறாள்,650
వెళుతున్నారు,651.0,எதனால்,651
→,652.0,முக்கியமானதாகக்,652
చేయకూడదు,653.0,கருதப்படுகிறது,653
ధైర్యం,654.0,வித்தியாசமாக,654
త్రాగు,655.0,பிட்,655
బీరును,656.0,அவளை,656
ఆడాడు,657.0,நிறுத்திவிடுவார்,657
కూర్చుని,658.0,ஹலோ,658
అడుగులు,659.0,இளைஞன்,659
గదిలో,660.0,காத்திருக்கிறோம்,660
సో,661.0,இன்னொரு,661
ఉచితం,662.0,கடவுளிடம்,662
ఐదు,663.0,நேரடியாக,663
రహస్యాలు,664.0,ஒத்துைழயுங்கள்,664
దొరకదు,665.0,பாக்கெட்,665
తెలుస్తోంది,666.0,முன்புதைந்த,666
సహాయపడుతుంది,667.0,கண்ணிமை,667
శోధిస్తున్నారు,668.0,சுருட்டை,668
కలిసే,669.0,செலீனா,669
జట్టు,670.0,உதவலாமா,670
అందుబాటులో,671.0,எனினும்,671
సహాయానికి,672.0,கடவுள்மீது,672
…లేదా,673.0,பரிசுகள்,673
స్థానానికి,674.0,சம்பாதிக்கிறீர்கள்,674
నిజమా,675.0,வாழ்க்கையை,675
అబద్ధమా,676.0,மாற்றலாம்,676
జనవరి,677.0,நிமிடங்கள்,677
ప్రపంచం,678.0,செய்கிறோம்,678
మొదటిది,679.0,கற்றுக்கொள்ளலாம்,679
జీవితాలను,680.0,சரிபார்த்து,680
ఎటు,681.0,மாறுபாடுகள்,681
వెళ్దాం,682.0,அமைதி,682
కట్టుబడి,683.0,வாழ்நாளில்,683
ఉన్నప్పుడు,684.0,வரும்”,684
జరిగే,685.0,மனங்களை,685
సహాయపడగలము,686.0,கூடை,686
మాట్లాడుతున్నాం,687.0,காலியாக,687
తరువాత,688.0,கேட்டால்,688
గుర్తించడం,689.0,விவரங்களுக்கு,689
కార్డ్,690.0,தவறாக,690
గడువు,691.0,பின்பற்றி,691
సెక్యూరిటీ,692.0,ஆச்சரியப்பட்டிருக்கலாம்,692
కార్డుదారుడు,693.0,அர்த்தமென்னவென்று,693
ఆనందకరమైన,694.0,அவரை,694
ముగింపుని,695.0,உனக்காக,695
ప్రేమిస్తాను,696.0,யாரும்,696
ఎంచుకున్నావు,697.0,ஏமாற்றி,697
క్షమించాలి,698.0,வ,698
తెలిసిన,699.0,குடும்பத்திற்கு,699
భారం,700.0,வரவேற்கிறோம்,700
మీది,701.0,நேரத்திலும்,701
రుణం,702.0,இறக்க,702
చేతులు,703.0,போகிறீர்கள்,703
వెతుకుతున్నది,704.0,→,704
దొరకలేదా,705.0,செய்யக்கூடாது,705
స్థిరపడ్డాయి,706.0,சத்தியம்,706
అదే,707.0,தைரியம்,707
విధానం,708.0,குடிக்கிறீர்கள்,708
ఆపవద్దు,709.0,பானத்தை,709
…,710.0,நம்மைப்,710
ఇండికేటర్లను,711.0,உட்கார்ந்து,711
ఇష్టపడుతున్నాను,712.0,யாரோ,712
య,713.0,பார்க்கிறேன்,713
తీవ్రంగా,714.0,அதன்,714
లోపల,715.0,வெறும்,715
వెళ్తుంది,716.0,படிகளில்,716
పిల్లలు,717.0,அறையில்,717
రోజూ,718.0,சரிசெய்ய,718
చదవాలి,719.0,தொடங்குக,719
చదువు,720.0,இலவசம்,720
వందనాలు,721.0,உண்மையான,721
చేసాము,722.0,இரகசியங்களை,722
అసాధ్యం,723.0,தேடும்,723
తెరువు,724.0,முடியவில்லை,724
నిక్లాస్,725.0,தேடி,725
భాగస్వామి,726.0,எதிர்பார்த்து,726
అసలు,727.0,பார்ப்பது,727
క్రింద,728.0,மகிழ்ச்சி,728
ఖాతా,729.0,அளிக்கிறது,729
సాధనం,730.0,அணி,730
ఉపయోగిస్తారు,731.0,மணிநேரத்திற்குள்,731
అంచేత,732.0,உங்களைத்,732
ముత్యాల,733.0,யாருக்காவது,733
బంగారం,734.0,யோசனை,734
అందమైన,735.0,உதவியும்,735
తండ్రులు,736.0,முயற்சிப்போம்,736
వచ్చినప్పుడు,737.0,சரியான,737
లోడ్,738.0,இடத்திற்கு,738
అవుతోంది,739.0,வந்திருக்கிறீர்கள்,739
సూచనలు,740.0,சரியா,740
ఇవ్వండిమేము,741.0,தவறா,741
మంచిగా,742.0,ஆங்கில,742
వుంటాము,743.0,ஆண்டின்,743
పట్టింపు,744.0,உலகின்,744
అద్భుతమైన,745.0,உயிர்களை,745
చెల్లించే,746.0,காப்பாற்ற,746
ప్లగ్ఇన్,747.0,இங்கிருந்து,747
కోణంలో,748.0,செல்கின்றோம்,748
“మేము,749.0,அதனைப்,749
లోతైన,750.0,உதவலாம்,750
ఉంటాయి”,751.0,பேசுகிறோம்,751
అనుకూలంగా,752.0,கண்டறிவது,752
గంటలు,753.0,அட்டை,753
కనిపిస్తోంది,754.0,எண்,754
అక్షరాల,755.0,காலாவதியாகும்,755
తక్కువగా,756.0,தேதி,756
ప్రయాణించడానికి,757.0,கோட்,757
నమస్కారం,758.0,அட்டைதாரர்,758
చేయగలను,759.0,மகிழ்ச்சியான,759
అనుకుంటున్నాను,760.0,முடிவை,760
రసీదును,761.0,செய்தாய்,761
€,762.0,மன்னிக்கவும்,762
తండ్రి,763.0,சுமை,763
చెప్పాడు,764.0,உன்னுடையது,764
ప్రచురణ,765.0,கடன்,765
ప్రయాణించండి,766.0,கே,766
సాధ్యమే,767.0,கைகளில்,767
జరుగవచ్చు,768.0,முன்னெடுக்க,768
కోరుకోలేదు,769.0,உதவியது,769
దేవునికి,770.0,மெட்டில்,770
భయపడాలి,771.0,தேடுவது,771
ఎక్కడా,772.0,நிறுவப்பட்ட,772
మిలియన్,773.0,என்னவென்றால்,773
వెళ్తాడు,774.0,கொள்கை,774
ఇప్పటివరకు,775.0,…,775
అప్,776.0,குறிகாட்டிகளை,776
పట్టుకోండి,777.0,யா,777
పట్టుకొని,778.0,தீவிரமாக,778
తెలుసని,779.0,குழந்தைகள்,779
సమాధానాల,780.0,தினமும்,780
వెతుకుతున్నా,781.0,வாசிப்பு,781
సమస్యను,782.0,சாத்தியமற்றது,782
పరిష్కరించాలని,783.0,விரும்பக்கூடிய,783
కోరుకున్నా,784.0,திறந்த,784
తెలియజేయాలనుకుంటున్నాము,785.0,உணவை,785
ఇక్కడే,786.0,நிக்லஸ்,786
అనేక,787.0,பங்காளியாக,787
మార్గాలు,788.0,நமது,788
అదొక్కటే,789.0,விளையாட்டு,789
వాటిలో,790.0,கணக்கு,790
రక్షణ,791.0,செய்த,791
భద్రతా,792.0,கருவி,792
రక్షించండి,793.0,வழக்கம்,793
ప్రాయోజకులు,794.0,சேர்க்க,794
భాగస్వాములు,795.0,முத்துக்கள்,795
పదాలు,796.0,தங்கம்,796
పూర్తిగా,797.0,மரம்,797
సగటు,798.0,ஸ்டோன்,798
పరిష్కరించాలో,799.0,அழகான,799
వివరాలు,800.0,தந்தையர்கள்,800
నివేదికలు,801.0,வரும்போது,801
చెబుతారు,802.0,பதிவேறுகிறது,802
వీడియోలను,803.0,ஆலோசனைகளை,803
ఆనందిస్తారని,804.0,கொடுங்கள்நாம்,804
అద్భుతంగా,805.0,இருப்போம்,805
చంపాను,806.0,மிக,806
ఏమంటున్నారు,807.0,அடிக்கடி,807
అభినందిస్తున్నాము,808.0,கேட்கப்படும்,808
ప్రీఫెకెన్డ్,809.0,மொழிபெயர்ப்பு,809
సి,810.0,செருகுநிரல்,810
కరల్,811.0,அர்த்தமும்,811
కొందరిని,812.0,“நாம்,812
ఎంపిక,813.0,ஆழமான,813
చేసుకున్నాము,814.0,உள்ளன”,814
వీక్షకులు,815.0,ஆதரவாக,815
సలహాలను,816.0,தோன்றுகிறது,816
టాబ్,817.0,பயணிக்க,817
పాల్,818.0,இதுவல்லவா,818
ఉత్తమంగా,819.0,நினைக்கிறேன்,819
ప్రారంభ,820.0,ரசீது,820
వర్తిస్తాయి,821.0,€,821
సమాధానాన్ని,822.0,பதிலளித்தார்,822
స్పాన్సర్లు,823.0,காலப்போக்கில்,823
ఆలోచనను,824.0,வெளியிடப்பட்ட,824
మార్చుకోండి,825.0,எதற்கு,825
తనకు,826.0,பயணம்,826
ఉన్నాయి…,827.0,அதைப்,827
రోజుకు,828.0,உணருங்கள்,828
ఇక్కడకు,829.0,சாத்தியம்,829
రావటం,830.0,விரும்புகிறோம்,830
మీకిదే,831.0,யோசித்து,831
మొదటిసారా,832.0,கடவுளுக்கு,832
సంబంధించి,833.0,அஞ்ச,833
ప్రశ్నను,834.0,மில்லியன்,834
ఇంటి,835.0,நற்பேறு,835
తలుపు,836.0,போகும்,836
మార్చడానికి,837.0,அனுமதிக்க,837
డెలివరీ,838.0,எளிது,838
తెరిచినవి,839.0,புரிந்து,839
ఆందోళనలు,840.0,பதில்களைத்,840
రీడర్లకు,841.0,தேடுகிறார்களா,841
విన్న,842.0,சிக்கலைத்,842
టూర్,843.0,வழிகளைக்,843
పెట్టుకో,844.0,தங்களின்,844
వీలు,845.0,நேரத்திற்கு,845
చెప్పినప్పుడు,846.0,அவற்றில்,846
వచ్చానని,847.0,சிலவற்றைச்,847
గ్రహించాను,848.0,பங்குதாரர்கள்,848
విచిత్రమైనది,849.0,அனுப்பவும்,849
నిజాయితీగా,850.0,அதிக,850
కారణం,851.0,தகவல்கள்,851
ప్రశ్నలను,852.0,முற்றிலும்,852
ఎవరిని,853.0,மொத்தம்,853
సంప్రదించాలి,854.0,சரிசெய்வது,854
నియంత్రించడానికి,855.0,விவரங்களையும்,855
ప్రయత్నిస్తున్న,856.0,அறிக்கைகள்,856
ఇష్టపడవచ్చు,857.0,வீடியோக்களை,857
ఓట్లు,858.0,காத்திருந்து,858
సరాసరి,859.0,இருந்ததை,859
బయటకు,860.0,இருந்தன,860
మౌనంగా,861.0,கடவுளை,861
చేయగలరు,862.0,கொன்றேன்,862
తరలించడానికి,863.0,சொல்கிறார்கள்,863
“ఈ,864.0,பார்க்கவும்,864
బంధువులందరూ,865.0,நேரத்தை,865
యుగం,866.0,பாராட்டுகிறோம்,866
అవతారం,867.0,முன்வார்ம்யூம்,867
ప్రతినిధులు,868.0,கண்ணி,868
కాళి,869.0,சுருக்கம்,869
త్యాగాలు,870.0,கேள்,870
మతపరమైన,871.0,சிலவற்றை,871
ఆచారాలు,872.0,அணுகவும்,872
వేదాల,873.0,ஆலோசனைகள்,873
జ్ఞానం,874.0,தாவல்,874
దయను,875.0,பால்,875
చేసేవారు,876.0,சிறந்தவர்கள்,876
వేద,877.0,ஆரம்ப,877
మతం,878.0,விண்ணப்பிக்க,878
ఉల్లంఘించారు,879.0,ஏதோ,879
అవి,880.0,நடந்துவிட்டது,880
మనస్సు,881.0,கேள்வியை,881
అనారోగ్యం,882.0,எண்ணத்தை,882
వృద్ధాప్యం,883.0,மாற்றவும்,883
మత,884.0,தன்னை,884
చేయడం,885.0,உள்ளன…,885
విచారం,886.0,இன்றைக்கு,886
విలపించడం,887.0,பார்க்கலாம்,887
భయం,888.0,தடவையா,888
వారసులు,889.0,தொடர்பான,889
రాజ్యంలో,890.0,மாற்ற,890
తిరుగుతూ,891.0,பணியாற்ற,891
ప్రజలందరికీ,892.0,திறந்தோம்,892
బాధ,893.0,கவலைகள்,893
కలిగిస్తారు,894.0,கருத்துகள்,894
అలాంటి,895.0,வெல்கம்,895
వ్యక్తులు,896.0,வாசகர்களிடம்,896
ప్రభావాలతో,897.0,கேட்டு,897
మోసపోతారు,898.0,டூர்,898
స్వభావంలో,899.0,குறியீடு,899
చంచలమైనవారు,900.0,சேமித்தவுடன்,900
తీవ్రమైన,901.0,வைத்து,901
కోరికలతో,902.0,செல்லலாம்,902
నిండి,903.0,சிரிப்பதற்கு,903
అపారమైన,904.0,இணையாக,904
పాపాత్మకమైనవారు,905.0,பார்த்த,905
గర్వంగా,906.0,கொள்ளவும்,906
క్రూరంగా,907.0,சொன்னபோது,907
తమ,908.0,வந்திருந்ததை,908
తండ్రులకు,909.0,உணர்ந்தேன்,909
తల్లులకు,910.0,வித்தியாசமானது,910
అలాగే,911.0,யாரிடம்,911
రెండుసార్లు,912.0,கட்டுப்படுத்த,912
జన్మించినవారు,913.0,சத்தியத்தை,913
ఆధ్యాత్మికంగా,914.0,வாக்குகள்,914
ప్రారంభించినవారు,915.0,வெளியே,915
ప్రవర్తనను,916.0,அவளுக்கு,916
ఉండరు,917.0,நம்மால்,917
పాటించకుండా,918.0,முன்னோக்கி,918
తరగతుల,919.0,நகர்த்த,919
సేవలో,920.0,மதங்கள்,920
”నాప్,921.0,போன்ற,921
సాధ్యం,922.0,வீழ்ந்த,922
స్వంత,923.0,ஆத்மாக்கள்,923
ఎక్స్పెవెన్టిన్,924.0,அவர்களுக்கு,924
బైబిలు,925.0,வாழ்வாதாரமாக,925
చెబుతోంది,926.0,செய்கின்றன,926
ఇప్పుడే,927.0,வேத,927
జూలై,928.0,ஞானத்தின்,928
సిద్ధమా,929.0,போதனைகள்,929
వివరాలను,930.0,தொழில்,930
చూడాలనుకుంటున్నారా,931.0,வாக்குறுதிகளை,931
సర్వ,932.0,நிறைவேற்றுவதில்,932
సిడాక్,933.0,விழுந்துவிட்டு,933
రిజర్వు,934.0,மது,934
చేయబడినవి,935.0,இறைச்சி,935
హౌస్,936.0,உள்ளிட்ட,936
ది,937.0,அருவருப்பான,937
ఖర్చు,938.0,பொருட்களை,938
తప్పక,939.0,விற்கிறார்கள்,939
రోమన్,940.0,இயற்கையால்,940
చేసింది,941.0,கொடூரமானவர்கள்,941
చెబుతాను,942.0,பாலினத்தை,942
తెలుగు,943.0,திருப்திப்படுத்துவதில்,943
నేర్పండి,944.0,தீவிரமானவர்கள்,944
ఎలా”,945.0,காரணத்திற்காக,945
సహాయపడతామో,946.0,பெண்களுக்காக,946
అంతర్జాతీయ,947.0,ஏங்குகிறார்,947
భారత్,948.0,குடிப்பார்,948
ఓపెన్,949.0,‟நேப்,949
ఉన్నారా,950.0,எக்ஸ்என்யூஎம்எக்ஸ்,950
టికెట్లు,951.0,சாத்தியமான,951
అందరికీ,952.0,ஐ,952
హౌసింగ్,953.0,உருவாக்குங்கள்,953
ఫైనాన్స్,954.0,பைபிள்,954
ప్రత్యేకించబడినవి,955.0,கூறுகிறது,955
కోరుకున్న,956.0,எங்களால்,956
ఫిబ్రవరి,957.0,முடிந்தது,957
వయస్సు,958.0,ஜூலை,958
ఉన్నానని,959.0,தொடங்கத்,959
చేసినది,960.0,தயாரா,960
టాటూలను,961.0,விவரங்களைக்,961
శోధించండి,962.0,காண,962
పొందగలను,963.0,டாக்,963
మొదలుపెట్టగలను,964.0,அப்பாவி,964
ఆసక్తికి,965.0,கோப்பை,965
ధన్యవాదములు,966.0,தி,966
సందర్భాలలో,967.0,சிக்கல்,967
జరగవచ్చు,968.0,ரோமன்,968
వచ్చాం,969.0,நடக்காது,969
నేటి,970.0,சொல்லலாம்,970
ముందుగానే,971.0,ஊழியர்,971
ఎవరితోనూ,972.0,கற்பிக்கிறது,972
చేయబడదు,973.0,“ஏன்”,973
కోడ్‌లను,974.0,எப்படி”,974
నమోదు,975.0,என்பதைக்,975
ఇస్తున్నది,976.0,சர்வதேச,976
చదివిన,977.0,திறந்தது,977
ఇతరుల,978.0,இருக்கிறீர்களா,978
స్పెసిఫికేషన్,979.0,டிக்கெட்,979
నమూనాలను,980.0,தொடக்கம்,980
పొందవచ్చు,981.0,அதிர்ஷ்டம்,981
ä,982.0,உள்ளடக்கப்பட்டுள்ளன,982
అనుకోవచ్చు,983.0,வீட்டு,983
ఖర్చవుతుంది,984.0,வசதி,984
చెబుతున్నారు,985.0,நிதி,985
చెప్పాలి,986.0,வயது,986
పంపబడింది,987.0,செய்யப்பட்டது,987
పండులో,988.0,பச்சை,988
వేదన,989.0,குத்தல்கள்,989
ఉండాలా,990.0,தொடங்குவது,990
ఏజెంట్,991.0,ஆர்வம்,991
ఉండాలనుకుంటున్నారా,992.0,காட்டியதற்கு,992
కమ్,993.0,நிகழ்வுகளில்,993
రకమైన,994.0,முன்கூட்டியே,994
శ్రద్ధతో,995.0,பாதுகாப்பானது,995
ఉంచడానికి,996.0,யாருடனும்,996
స్థానిక,997.0,பகிரப்படாது,997
ప్రజలపై,998.0,குறியீடுகளை,998
కౌంట్,999.0,உள்ளிட,999
బాగా,1000.0,வழங்குவது,1000
సోదరుడు,1001.0,படித்து,1001
ఎక్స్టెన్షన్స్,1002.0,விவரக்குறிப்பு,1002
మారుతున్న,1003.0,மாதிரிகள்,1003
చేయాలని,1004.0,நினைக்கலாம்,1004
ప్రోత్సహిస్తున్నారు,1005.0,சொல்கிறாய்,1005
విరాళం,1006.0,கவாஸ்,1006
పంపడానికి,1007.0,க்கு,1007
వారిని,1008.0,அனுப்பப்பட்டது,1008
నవ్వుతూ,1009.0,சந்தேகங்கள்,1009
ఉండటానికి,1010.0,ஜேன்,1010
కట్టింగ్,1011.0,புலம்பு,1011
పోరాడుతున్నారా,1012.0,முகவர்,1012
ముగిసిన,1013.0,சேருங்கள்,1013
నిన్న,1014.0,வகையான,1014
ధర,1015.0,கவனத்தை,1015
సరళం,1016.0,சமாதானமாக,1016
జీవితంలో,1017.0,வருகிறோமா,1017
కనిపించడం,1018.0,வைத்திருக்கவும்,1018
ఎంతసేపు,1019.0,உள்ளூர்,1019
వాయువేగంతో,1020.0,எண்ண,1020
ఓవర్లాకింగ్,1021.0,கொண்டிருக்கின்றோம்,1021
షాపింగ్,1022.0,சகோதரன்,1022
అంశాలు,1023.0,கண்ணிழி,1023
దయచేసి…,1024.0,நீட்டிப்புகள்,1024
ఉన్నాయా,1025.0,சுருள்,1025
వ్యాఖ్యను,1026.0,உலகத்தை,1026
విషయాలను,1027.0,மாற்றவே,1027
వెళ్ళదలుచుకున్నావు,1028.0,வருகிறோம்,1028
మెరుగుపరచడానికి,1029.0,ஊக்குவிக்க,1029
పరీక్షించడానికి,1030.0,வைக்க,1030
రోజును,1031.0,கட்டிங்,1031
జరుగుతుంది,1032.0,போராடி,1032
పనిచేస్తున్నారు,1033.0,காலாவதியானது,1033
వెయ్యి,1034.0,நேற்று,1034
శాతం,1035.0,நல்வரவு,1035
వావ్,1036.0,சுலபமானது,1036
థింగ్,1037.0,எளிமையானது,1037
కమింగ్,1038.0,எல்லோரும்,1038
'ఉండాలి,1039.0,தங்கள்,1039
రవాణా,1040.0,வாழ்க்கையில்,1040
ప్రస్తుతం,1041.0,விரும்புகிறார்,1041
శాశ్వత,1042.0,காலம்,1042
మనోహరమైన,1043.0,வலது,1043
పొందుతారు,1044.0,பாதையில்,1044
“తిరిగి”,1045.0,திடவாக்,1045
బాతు,1046.0,விடயமும்,1046
పింక్,1047.0,செய்யவும்…,1047
అతని,1048.0,உள்ளனவா,1048
స్మైల్,1049.0,கேள்விகளுக்கும்,1049
సార్లు,1050.0,கலந்தாலோசிக்க,1050
ప్రయత్నించలేదు,1051.0,ஏ,1051
వారితో,1052.0,போன்றவை,1052
వ్యాపార,1053.0,பொருட்களைப்,1053
వెళ్తాము,1054.0,பெறலாம்,1054
అద్భుతమైన,1055.0,போக,1055
వ్యాపారం,1056.0,உதவவும்,1056
ఇంగ్లీష్అరబిక్ఆఫ్రికాన్స్బెలరుశియన్బల్గేరియన్చైనీస్చెక్డానిష్డచ్ఫిన్నిష్ఫ్రెంచ్,1057.0,மிக்க,1057
ఫ్రాన్స్ఫ్రెంచ్,1058.0,சோதிக்க,1058
కెనడాజర్మన్గ్రీక్హిబ్రూహిందీహంగేరియన్ఐస్లాండిక్ఇండోనేషియన్ఐరిష్ఇటాలియన్జపనీస్ఖ్మేర్కొరియన్లిథుయేనియన్మాల్టీస్నార్వేజియన్పోలిష్పోర్చుగీస్,1059.0,என்பது,1059
బ్రెజిల్పోర్చుగీస్,1060.0,இதற்கான,1060
పోర్చుగల్రష్యన్సెర్బియన్స్లోవాక్స్లోవేనియాన్స్పానిష్,1061.0,உன்னுடைய,1061
మెక్సికోస్పానిష్,1062.0,உதவியுடன்,1062
స్పెయిన్స్వాహిలిస్వీడిష్తమిళథాయ్టర్కిష్ఉక్రేనియన్వియత్నామీస్,1063.0,போவோம்,1063
చికిత్స,1064.0,பணியில்,1064
కథనాన్ని,1065.0,உள்ளனர்,1065
రేట్,1066.0,வழங்குநர்கள்,1066
నోట్,1067.0,சதவீதமா,1067
వ్రాయడానికి,1068.0,வாவ்,1068
రోజులలో,1069.0,ஐடி,1069
చిత్రాలు,1070.0,'அடுத்த,1070
క్లిక్,1071.0,பி,1071
మీరే,1072.0,ஜிபி,1072
వ్యాఖ్య,1073.0,முன்னாள்,1073
ఇబ్బంది,1074.0,கூறுகிறார்,1074
లాగా,1075.0,எவரும்,1075
మొదట,1076.0,கப்பலில்,1076
ఫీజు,1077.0,உடனடியாக,1077
తెలుసుకోవాలనుకుంటున్నారా,1078.0,செய்யப்படும்,1078
భాషను,1079.0,நிரந்தர,1079
మార్చండి,1080.0,தளத்தில்,1080
గాని,1081.0,கண்கவர்,1081
భయపడ్డారు,1082.0,“மீண்டும்”,1082
అభినందనలు,1083.0,வாத்து,1083
చేయాల్సి,1084.0,பிங்க்,1084
డాడీ,1085.0,கேள்விகளை,1085
ఐస్,1086.0,அவரது,1086
క్రీమ్,1087.0,புன்னகை,1087
తెస్తుంది,1088.0,சொல்கிறது,1088
గంటల,1089.0,திருத்திய,1089
పోస్ట్లు,1090.0,அவர்களுடன்,1090
ముగిసింది,1091.0,வணிக,1091
బృందాన్ని,1092.0,உறவுகளை,1092
నియమించాలనుకుంటున్నారా,1093.0,கொண்டிருப்பவராய்,1093
ఉచిత,1094.0,செல்கிறோம்,1094
పొడిగింపులు,1095.0,மாதங்கள்,1095
గుడ్,1096.0,முன்னால்,1096
వారానికి,1097.0,வியாபாரத்திற்கு,1097
డేస్,1098.0,ஆங்கிலம்அரபுஆஃப்ரிகான்ஸ்பைலோருஷ்ன்பல்கேரியன்காடலான்சீனகுரோஷியன்செக்டேனிஷ்டச்சுஎஸ்டோனியன்பாரசீகம்பின்னிஷ்பிரஞ்சு,1098
పరిష్కారాలను,1099.0,பிரான்ஸ்பிரஞ்சு,1099
ఇస్తుంది,1100.0,கனடாஜெர்மன்கிரேக்கம்ஹீப்ருஇந்திஹங்கேரியன்ஐஸ்லென்டிக்இந்தோனேசியஐரிஷ்இத்தாலியஜப்பனீஸ்கெமெர்கொரியலேட்வியன்லிதுவேனியன்மால்டிஸ்மலாய்மாஸிடோனியன்நோர்வேபோலிஷ்போர்த்துகீசியம்,1100
దుకాణం,1101.0,பிரேசில்போர்த்துகீசியம்,1101
అసాధ్యమైనది,1102.0,போர்ச்சுக்கல்ரோமானியன்ரஷியன்செர்பியன்ஸ்லோவாக்ஸ்லோவேனியன்ஸ்பானிஷ்,1102
యేది,1103.0,மெக்ஸிக்கோஸ்பானிஷ்,1103
వర్తించే,1104.0,ஸ்பெயின்ஸ்வீடிஷ்தமிழ்தாய்துருக்கியஉக்ரைனியன்வியட்நாம்,1104
నాట్యం,1105.0,வாரியாக,1105
తాజా,1106.0,பையன்,1106
ఉపయోగపడే,1107.0,ம்ம்,1107
ఫీచర్లను,1108.0,கட்டுரையை,1108
ఫన్నీ,1109.0,மதிப்பிடுக,1109
వాసన,1110.0,குறுகிய,1110
వ్యాకరణం,1111.0,குறிப்பு,1111
సేల్స్,1112.0,எழுத,1112
హాట్లైన్ను,1113.0,வழக்கமாக,1113
టెక్నాలజీస్,1114.0,படங்கள்,1114
సులభమా,1115.0,கிளிக்,1115
కనుగొనండి,1116.0,செய்யவும்,1116
సమస్యలను,1117.0,கருத்து,1117
పరిష్కరించటానికి,1118.0,தெரிவிப்பவர்,1118
దుబాయ్,1119.0,பார்,1119
మెయిల్,1120.0,சொன்னேன்,1120
పఠనం,1121.0,நிறைய,1121
కొనసాగించండి,1122.0,பிரச்சனையில்,1122
మాట్,1123.0,போல,1123
అలాంటిదే,1124.0,கட்டணங்கள்,1124
అంటే,1125.0,விமர்சனம்,1125
మానవులు,1126.0,மொழியை,1126
పూర్తికాని,1127.0,மாற்றுக,1127
ఎప్పుడైనా,1128.0,பயப்படுவது,1128
విభాగాలు,1129.0,தொழிலாள,1129
ప్లస్,1130.0,டாடி,1130
ఇయర్,1131.0,ஐஸ்கிரீம்,1131
స్నేహం,1132.0,இடுகைகள்,1132
మార్పిడి,1133.0,பொதுவாக,1133
జీవితంలోని,1134.0,முடிந்துவிட்டது,1134
క్షణం,1135.0,என்னையும்,1135
ఛానల్,1136.0,எனது,1136
కుటుంబ……,1137.0,அணியையும்,1137
సులభంగా,1138.0,பணியமர்த்த,1138
నియమాలు,1139.0,மயிர்க்காலின்,1139
రంగంలో,1140.0,வாரம்,1140
వదిలివేయండి,1141.0,வரை,1141
రహస్య,1142.0,தீர்வுகளை,1142
వివరించారు,1143.0,கொடுக்கும்,1143
ఫోన్లు,1144.0,கடை,1144
దశలో,1145.0,தலைப்பில்,1145
కోర్సు,1146.0,முடியாதென்று,1146
వెళ్ళాలి,1147.0,எதுவும்,1147
నిశ్శబ్ద,1148.0,கிடையாது,1148
ఇంటిలో,1149.0,பின்பற்றவும்,1149
బిచ్చగాడు,1150.0,பொருந்தும்,1150
వలయాలు,1151.0,ஆட,1151
ఊహించండి,1152.0,சமீபத்திய,1152
అనుభవం,1153.0,பயனுள்ள,1153
బహిర్గతం,1154.0,அம்சங்களை,1154
ప్రాంతాలు,1155.0,உள்ளடக்கி,1155
పారిశ్రామిక,1156.0,ஹஹா,1156
మొక్కలు,1157.0,வேடிக்கையான,1157
లేకపోవడంతో,1158.0,விரும்பத்தகாத,1158
శుభ్రత,1159.0,வாசனையை,1159
గేమ్స్,1160.0,இலக்கணம்,1160
అన్నీ,1161.0,விற்பனை,1161
చూపించు,1162.0,ஹாட்லைன்,1162
ఆటో,1163.0,யோசனையும்,1163
వినోదం,1164.0,கிடைத்தால்,1164
అందం,1165.0,எனக்குத்,1165
ఆరోగ్యం,1166.0,ஊபர்,1166
జంతువులు,1167.0,டெக்னாலஜீஸ்,1167
దుస్తులు,1168.0,இன்க்,1168
నేర్పించాలని,1169.0,இவ்வளவு,1169
కోరుకుంటున్నాను,1170.0,சுலபமா,1170
థీమ్,1171.0,சிந்தனை,1171
సులభమైన,1172.0,உதவியைக்,1172
వున్నాయ,1173.0,கண்டுபிடி,1173
అడ్మిషన్,1174.0,வருமுன்,1174
వీడియో,1175.0,ஆரம்பம்,1175
కన్నా,1176.0,வந்துவிட்டுப்,1176
పదాలను,1177.0,துபாய்,1177
పరిరక్షణకు,1178.0,வருகிறார்கள்,1178
మధ్య,1179.0,தொடர்ந்து,1179
చెల్లించవచ్చు,1180.0,மாட்,1180
ఉంటాం,1181.0,என்றாலும்,1181
స్కైప్,1182.0,உதவியதற்கு,1182
కయాకింగ్,1183.0,இரண்டும்,1183
